"parent","child","instanceName","symbolType"
"toolmenuChild/undoButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/undoButton","toolmenuChild/icons/undoIcon","","button"
"toolmenuChild/zoomButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/zoomButton","toolmenuChild/icons/zoomIcon","","graphic"
"toolmenuChild/zoomInButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/zoomInButton","toolmenuChild/icons/zoomIcon copy","","graphic"
"toolmenuChild/zoomOutButton","toolmenuChild/toolBoxBG2","","button"
"toolmenuChild/zoomOutButton","toolmenuChild/icons/zoomIcon copy 2","","graphic"
"topMenuChild/aboutONButton2","topMenuChild/topMenuButton","","button"
"topMenuChild/capCancelButton","topMenuChild/topMenuButton","","button"
"topMenuChild/capCancelButton","topMenuChild/capofficon","","graphic"
"topMenuChild/capFlip","topMenuChild/topMenuButton","","button"
"topMenuChild/capFlip","topMenuChild/capFlipIcon","","graphic"
"topMenuChild/capLayer1VisibleButton","topMenuChild/topMenuButton","","button"
"topMenuChild/capLayer1VisibleButton","topMenuChild/capLayer1VisibleIcon","","graphic"
"topMenuChild/capLayer2visibleButton","topMenuChild/topMenuButton","","button"
"topMenuChild/capLayer2visibleButton","topMenuChild/capLayer2VisibleIcon","","graphic"
"topMenuChild/capRotateButton","topMenuChild/topMenuButton","","button"
"topMenuChild/capRotateButton","topMenuChild/caprotate.svg","","graphic"
"topMenuChild/capStampButton","topMenuChild/topMenuButton","","button"
"topMenuChild/capStampButton","topMenuChild/capStampIcon","","graphic"
"topMenuChild/capStampFont","topMenuChild/topMenuButton","","button"
"topMenuChild/capStampFont","topMenuChild/capStampFontIcon","","graphic"
"topMenuChild/captrans","topMenuChild/topMenuButton","","button"
"topMenuChild/captrans","topMenuChild/transBGIcon","","graphic"
"topMenuChild/captureButton","topMenuChild/topMenuButton","","button"
"topMenuChild/captureButton","topMenuChild/cameraicon","","graphic"
"topMenuChild/changeThemeButton","topMenuChild/topMenuButton","","button"
"topMenuChild/changeThemeButton","topMenuChild/themeIcon","","graphic"
"topMenuChild/clipbutton","topMenuChild/topMenuButton","","button"
"topMenuChild/clipbutton","topMenuChild/clipBoardIconTopBar","","graphic"
"topMenuChild/controlBoxMoveButton1","topMenuChild/topMenuButton","","button"
"topMenuChild/controlBoxMoveButton1","topMenuChild/controlBoxMoveIcon","","button"
"topMenuChild/controlBoxMoveButton2","topMenuChild/topMenuButton","","button"
"topMenuChild/controlBoxMoveButton2","topMenuChild/controlBoxMoveIcon","","button"
"topMenuChild/cutPrevDataButton","topMenuChild/topMenuButton","","button"
"topMenuChild/cutPrevDataButton","topMenuChild/cutPrevDataIcon","","graphic"
"topMenuChild/DPIButton","topMenuChild/topMenuButton","","button"
"topMenuChild/DPIButton","topMenuChild/DPIIcon","","graphic"
"topMenuChild/drawModeButton","topMenuChild/topMenuButton","","button"
"topMenuChild/drawModeButton","topMenuChild/drawmodeIcon","","graphic"
"topMenuChild/fitToWindowButton","topMenuChild/topMenuButton","","button"
"topMenuChild/fitToWindowButton","topMenuChild/fitToWindowIcon","","graphic"
"topMenuChild/gridButton","topMenuChild/topMenuButton","","button"
"topMenuChild/gridButton","topMenuChild/gridicon","","graphic"
"topMenuChild/gridMoveDownButton","topMenuChild/topMenuButton","","button"
"topMenuChild/gridMoveDownButton","topMenuChild/gridMoveIcon","","graphic"
"topMenuChild/gridMoveLeftButton","topMenuChild/topMenuButton","","button"
"topMenuChild/gridMoveLeftButton","topMenuChild/gridMoveIcon","","graphic"
"topMenuChild/gridMoveRightButton","topMenuChild/topMenuButton","","button"
"topMenuChild/gridMoveRightButton","topMenuChild/gridMoveIcon","","graphic"
"topMenuChild/gridMoveUpButton","topMenuChild/topMenuButton","","button"
"topMenuChild/gridMoveUpButton","topMenuChild/gridMoveIcon","","graphic"
"topMenuChild/loadButton","topMenuChild/topMenuButton","","button"
"topMenuChild/newFileButton","topMenuChild/topMenuButton","","button"
"topMenuChild/newFileButton","topMenuChild/clearIcon2","","graphic"
"topMenuChild/newWindowButton","topMenuChild/topMenuButton","","button"
"topMenuChild/newWindowButton","topMenuChild/newWindowIcon","","graphic"
"topMenuChild/newWindowCloseButton","topMenuChild/topMenuButton","","button"
"topMenuChild/newWindowCloseButton","topMenuChild/newWindowCloseIcon","","graphic"
"topMenuChild/pauseButton","topMenuChild/topMenuButton","","button"
"topMenuChild/pauseButton","topMenuChild/pause.svg","","graphic"
"topMenuChild/pauseButton","topMenuChild/topMenuButton","","button"
"topMenuChild/pauseButton","topMenuChild/pause.svg","","graphic"
"topMenuChild/pauseButton","topMenuChild/topMenuButton","","button"
"topMenuChild/pauseButton","topMenuChild/pause.svg","","graphic"
"topMenuChild/pauseButton","topMenuChild/topMenuButton","","button"
"topMenuChild/pauseButton","topMenuChild/pause.svg","","graphic"
"topMenuChild/playButton","topMenuChild/topMenuButton","","button"
"topMenuChild/playButton","topMenuChild/playicon","","graphic"
"topMenuChild/playButton","topMenuChild/topMenuButton","","button"
"topMenuChild/playButton","topMenuChild/playicon","","graphic"
"topMenuChild/playButton","topMenuChild/topMenuButton","","button"
"topMenuChild/playButton","topMenuChild/playicon","","graphic"
"topMenuChild/playButton","topMenuChild/topMenuButton","","button"
"topMenuChild/playButton","topMenuChild/playicon","","graphic"
"topMenuChild/refLayerMenuButton","toolmenuChild/toolBoxBG2","","button"
"topMenuChild/refLayerMenuButton","topMenuChild/reflayertransferimage","","graphic"
"topMenuChild/replayModeButton","topMenuChild/topMenuButton","","button"
"topMenuChild/replayModeButton","topMenuChild/video-player-outline.svg","","graphic"
"topMenuChild/replayRepeatButton","topMenuChild/topMenuButton","","button"
"topMenuChild/replayRepeatButton","topMenuChild/repeatIcon","","graphic"
"topMenuChild/replayRotate","topMenuChild/topMenuButton","","button"
"topMenuChild/replayRotate","LassoMenuChild/rotateIcon2","","graphic"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame copy","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame","topMenuChild/stepicon","","graphic"
"topMenuChild/replayTimeOneFrame","topMenuChild/topMenuButton","","button"
"topMenuChild/replayTimeOneFrame","topMenuChild/stepicon","","graphic"
"topMenuChild/saveButton","topMenuChild/topMenuButton","","button"
"topMenuChild/saveButton","topMenuChild/savefile.svg","","graphic"
"topMenuChild/setImageButton","topMenuChild/topMenuButton","","button"
"topMenuChild/setImageButton","topMenuChild/cutPrevDataIcon","","graphic"
"topMenuChild/sideBarOnButton","topMenuChild/topMenuButton","","button"
"topMenuChild/sideBarOnButton","topMenuChild/sideBarONIcon","side","button"
"topMenuChild/sideBarONButton2","topMenuChild/topMenuButton","","button"
"topMenuChild/sideBarONButton2","topMenuChild/sideBarONIcon","side","button"
"topMenuChild/sideBarVisibleButton","topMenuChild/topMenuButton","","button"
"topMenuChild/sideBarVisibleButton","topMenuChild/sidebarVisibleIcon","","graphic"
"topMenuChild/sideBarVisibleButton2","topMenuChild/topMenuButton","","button"
"topMenuChild/sideBarVisibleButton2","topMenuChild/sidebarVisibleIcon","","graphic"
"topMenuChild/topBarZoomInButton","topMenuChild/topMenuButton","","button"
"topMenuChild/topBarZoomInButton","toolmenuChild/icons/zoomIcon copy","","graphic"
"topMenuChild/topBarZoomOutButton","topMenuChild/topMenuButton","","button"
"topMenuChild/topBarZoomOutButton","toolmenuChild/icons/zoomIcon copy 2","","graphic"
"topMenuChild/traceClipButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"topMenuChild/traceClipButton","clipBoardIconTrace","","graphic"
"topMenuChild/traceImageButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"topMenuChild/traceImageButton","topMenuChild/traceIconTrace","","graphic"
"topMenuChild/traceLoadButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"topMenuChild/traceLoadButton","topMenuChild/loadIconTrace","","graphic"
"topMenuChild/updateButton","topMenuChild/topMenuButton","","button"
"topMenuChild/updateButton","topMenuChild/updateIcon","","graphic"
"TraceMenuChild/traceClipButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"TraceMenuChild/traceClipButton","TraceMenuChild/traceclipBoardIcon","","graphic"
"TraceMenuChild/traceDeleteButton","toolmenuChild/toolmenuButton1","","button"
"TraceMenuChild/traceDeleteButton","TraceMenuChild/trashIcon","","graphic"
"TraceMenuChild/traceImageButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"TraceMenuChild/traceImageButton","topMenuChild/traceIconTrace","","graphic"
"TraceMenuChild/traceLoadButton","toolmenuChild/toolmenuButton1","traceButtonMini","button"
"TraceMenuChild/traceLoadButton","topMenuChild/loadIconTrace","","graphic"
"TraceMenuChild/traceVisible2Button","toolmenuChild/toolmenuButton1","","button"
"TraceMenuChild/traceVisible2Button","TraceMenuChild/traceInVisibleIcon","","graphic"
"TraceMenuChild/traceVisibleButton","toolmenuChild/toolmenuButton1","","button"
"TraceMenuChild/traceVisibleButton","TraceMenuChild/traceVisibleIcon","","graphic"
